Red Pi1,Red Pm2,Red Pc2,Blue Sc2,Blue Sm1,Red Pc1,Red Pi2,Blue Sm2,Red Pm1,Blue Sc1
100.0,100.0,150.0,150.0,100.0,150.0,100.0,100.0,100.0,150.0
100.0,100.0,150.0,149.75656030133416,100.0,150.0,100.0,100.0,100.0,149.733517687342
100.0,100.0,150.0,149.48980859947378,100.0,150.0,100.0,100.0,100.0,149.49783693148476
100.0,100.0,150.0,149.27897108449417,100.0,150.0,100.0,100.0,100.0,149.23150544891217
100.0,100.0,150.0,149.25235092980364,100.0,150.0,100.0,100.0,100.0,149.05120456838782
100.0,100.0,150.0,149.01895382557072,100.0,150.0,100.0,100.0,100.0,149.02737083269926
100.0,100.0,150.0,149.11106767211237,100.0,150.0,100.0,100.0,100.0,148.7353698370591
100.0,100.0,150.0,149.09220619165782,100.0,150.0,100.0,100.0,100.0,148.55707530125466
100.0,100.0,150.0,149.42915229551642,100.0,150.0,100.0,100.0,100.0,149.41418049155268
100.0,100.0,150.0,149.35636729931971,100.0,150.0,100.0,100.0,100.0,149.6789649257333
100.0,100.0,150.0,149.1791932334066,100.0,150.0,100.0,100.0,100.0,149.38739451387707
100.0,100.0,150.0,149.43948028010556,100.0,150.0,100.0,100.0,100.0,149.10966675202226
100.0,100.0,150.0,149.40753071097046,100.0,150.0,100.0,100.0,100.0,149.08182497003676
100.0,100.0,150.0,149.37162523088512,100.0,150.0,100.0,100.0,100.0,149.09003604765465
100.0,100.0,150.0,149.29678368709713,100.0,150.0,100.0,100.0,100.0,149.0233410322335
100.0,100.0,150.0,149.52445131930426,100.0,150.0,100.0,100.0,100.0,149.1605239342552
100.0,100.0,150.0,149.31340097116492,100.0,150.0,100.0,100.0,100.0,149.59348250585649
100.0,100.0,150.0,149.32374283024984,100.0,150.0,100.0,100.0,100.0,149.3252450747301
100.0,100.0,150.0,149.29867345372608,100.0,150.0,100.0,100.0,100.0,149.21284365588664
100.0,100.0,150.0,149.49228161844988,100.0,150.0,100.0,100.0,100.0,148.85562095024687
100.0,100.0,150.0,149.2956825686184,100.0,150.0,100.0,100.0,100.0,149.33862422951117
100.0,100.0,150.0,149.4519871520904,100.0,150.0,100.0,100.0,100.0,149.32191385754908
100.0,100.0,150.0,149.1722551644282,100.0,150.0,100.0,100.0,100.0,149.2807345663086
100.0,100.0,150.0,149.32589381237048,100.0,150.0,100.0,100.0,100.0,149.20803848421266
100.0,100.0,150.0,149.36232564609153,100.0,150.0,100.0,100.0,100.0,149.3222198708071
100.0,100.0,150.0,149.51861840002633,100.0,150.0,100.0,100.0,100.0,149.04442790143662
100.0,100.0,150.0,149.14995248784308,100.0,150.0,100.0,100.0,100.0,149.2474820034459
100.0,100.0,150.0,149.01351468619907,100.0,150.0,100.0,100.0,100.0,149.25620876944254
100.0,100.0,150.0,149.43458112428266,100.0,150.0,100.0,100.0,100.0,149.2763068188952
100.0,100.0,150.0,149.17659390028896,100.0,150.0,100.0,100.0,100.0,149.15312293426922
100.0,100.0,150.0,149.3043750999952,100.0,150.0,100.0,100.0,100.0,148.99059788205278
100.0,100.0,150.0,149.01033957401938,100.0,150.0,100.0,100.0,100.0,149.42532426499844
100.0,100.0,150.0,149.4158030909284,100.0,150.0,100.0,100.0,100.0,149.06925994860637
100.0,100.0,150.0,149.15240605483544,100.0,150.0,100.0,100.0,100.0,149.29053687774515
100.0,100.0,150.0,149.10989889447995,100.0,150.0,100.0,100.0,100.0,149.43277219458318
100.0,100.0,150.0,149.25273360202803,100.0,150.0,100.0,100.0,100.0,149.1209946217192
100.0,100.0,150.0,149.3845989299304,100.0,150.0,100.0,100.0,100.0,149.07516123356564
100.0,100.0,150.0,149.0726457403239,100.0,150.0,100.0,100.0,100.0,149.12360840766482
100.0,100.0,150.0,149.2822719450885,100.0,150.0,100.0,100.0,100.0,149.37304690364905
100.0,100.0,150.0,149.24046619787387,100.0,150.0,100.0,100.0,100.0,149.22270022388133
100.0,100.0,150.0,149.26255613717746,100.0,150.0,100.0,100.0,100.0,149.13054258095502
100.0,100.0,150.0,149.2329544919791,100.0,150.0,100.0,100.0,100.0,149.14804020748502
100.0,100.0,150.0,149.19104726725598,100.0,150.0,100.0,100.0,100.0,149.13960790808244
100.0,100.0,150.0,149.1199707883007,100.0,150.0,100.0,100.0,100.0,149.08144706270102
100.0,100.0,150.0,149.0656342824151,100.0,150.0,100.0,100.0,100.0,149.02164788049387
100.0,100.0,150.0,149.2873001870325,100.0,150.0,100.0,100.0,100.0,149.27131339559438
100.0,100.0,150.0,149.1834018993808,100.0,150.0,100.0,100.0,100.0,149.35565810093627
100.0,100.0,150.0,149.01112816124567,100.0,150.0,100.0,100.0,100.0,148.96948857506817
100.0,100.0,150.0,148.7280149455462,100.0,150.0,100.0,100.0,100.0,149.019307985405
100.0,100.0,150.0,149.04378805182913,100.0,150.0,100.0,100.0,100.0,149.27652646070916
100.0,100.0,150.0,149.20188849595658,100.0,149.9771105059652,100.0,100.0,100.0,149.16249752144444
100.0,100.0,150.0,149.11225259947523,100.0,149.96125121117598,100.0,100.0,100.0,149.15561175025468
100.0,100.0,150.0,149.24460999364823,100.0,149.94585300030474,100.0,100.0,100.0,149.19924109622235
100.0,100.0,149.98845005650895,149.26812393836096,136.95819661277812,149.91544633486185,100.0,100.0,100.0,149.01598662737175
100.0,100.0,149.84715437405717,149.41223434206157,136.82128310669134,149.91544633486185,100.0,137.2392494968598,100.0,0
100.0,100.0,149.72740798471273,0,137.15916363860455,149.91544633486185,100.0,136.93904484188658,100.0,0
100.0,100.0,149.61788450396648,0,137.08304034406783,149.88893165152132,100.0,136.87897964285898,100.0,0
100.0,100.0,149.49870854872216,0,136.86875289800614,149.84088185027218,100.0,136.95594119108964,100.0,0
100.0,100.0,149.44159016511412,0,136.82077005191536,149.80581004258525,100.0,136.8155747189149,100.0,0
100.0,100.0,149.41655843117343,0,136.71998526897835,149.77550725365595,100.0,137.15716088520583,100.0,0
100.0,100.0,149.35190138877246,0,136.4956684299002,149.72216208632904,100.0,136.8805844222051,100.0,0
100.0,100.0,149.27060792852006,0,136.5331460325307,149.69283749651532,100.0,136.66613652241364,100.0,0
100.0,100.0,149.2041423884103,0,136.73108562455775,149.6413270001893,100.0,136.6418562299759,100.0,0
100.0,100.0,149.17203831481066,0,136.73101661276235,149.59865577607357,100.0,136.45254384391166,100.0,0
100.0,100.0,149.12190443410324,0,136.9291474456499,149.55506199403618,100.0,136.45819477454822,100.0,0
100.0,100.0,149.07563940307494,0,136.70920645296584,149.51765609503866,100.0,136.32143127006552,100.0,0
100.0,100.0,149.04818895982746,0,136.8098800191351,149.50633741632038,100.0,136.76238051773632,100.0,0
100.0,100.0,149.04818895982746,0,137.09209123246288,149.47921789337633,100.0,136.85798878122992,100.0,0
100.0,100.0,149.04818895982746,0,136.94165033205144,149.42565692016743,100.0,136.9439975950131,100.0,0
100.0,100.0,149.04818895982746,0,136.80764854287688,149.39235038461973,100.0,137.07763984394748,100.0,0
100.0,100.0,149.04818895982746,0,136.69969849829982,149.37628021726448,100.0,137.021628336569,100.0,0
100.0,100.0,149.04818895982746,0,136.79889586524513,149.3533585296327,100.0,137.16601705367896,100.0,0
100.0,100.0,149.04818895982746,0,136.7254998660605,149.32461344909552,100.0,137.11945621715105,100.0,0
100.0,100.0,149.04818895982746,0,136.62016408408934,149.28916687914383,100.0,137.28834464142827,100.0,0
100.0,100.0,149.04818895982746,0,136.9671011341915,149.2757828032765,100.0,137.224549564431,100.0,0
100.0,100.0,149.04818895982746,0,136.89847854898673,149.2538274422828,100.0,137.18674446029405,100.0,0
100.0,100.0,149.04818895982746,0,136.82755820375112,149.24849264190408,100.0,137.1419176122538,100.0,0
100.0,100.0,149.04818895982746,0,136.76877824200716,149.23673281710037,100.0,137.11773359368485,100.0,0
100.0,100.0,149.04818895982746,0,136.90082354821794,149.17696529283026,100.0,137.08352379651933,100.0,0
100.0,100.0,149.04818895982746,0,136.8419225980822,149.16402460455276,100.0,137.04397307658633,100.0,0
100.0,100.0,149.03109990832343,0,136.99343349064682,149.14544487411612,100.0,137.02867769428167,100.0,0
100.0,100.0,148.9867370875365,0,136.92046661242387,149.13627610425644,100.0,137.01228152499957,100.0,0
100.0,100.0,148.9405195671149,0,136.8520535663969,149.1021454952761,100.0,136.98361075829055,100.0,0
100.0,100.0,148.87273164181437,0,136.75952551702395,149.05485295641483,100.0,136.93644554711273,100.0,0
100.0,100.0,148.82907352218757,0,136.67588247827587,149.03718819048555,100.0,136.88300910930766,100.0,0
100.0,100.0,148.78650566005192,0,136.83246511943358,149.03718819048555,100.0,136.84663034865758,100.0,0
100.0,100.0,148.72216404644558,0,137.0113960209662,149.01436001278157,100.0,136.80211511230067,100.0,0
100.0,100.0,148.67077629188356,0,136.99536790732105,148.98477119474077,100.0,136.77998579170574,100.0,0
100.0,100.0,148.61154487593856,0,136.95084954869793,148.97062503275535,100.0,136.94528093414436,100.0,0
100.0,100.0,148.54884771743443,0,136.92759363264983,148.95254926633396,100.0,136.91964796726253,100.0,0
100.0,100.0,148.4907855777919,0,136.90676257699363,148.9255379843146,100.0,136.86422280140678,100.0,0
100.0,100.0,148.43198073447152,0,136.8850067039794,148.88954189580568,100.0,136.81621435055496,100.0,0
100.0,100.0,148.36811501330922,0,136.877680033138,148.8694568276995,100.0,136.77574710983862,100.0,0
100.0,100.0,148.3078258334369,0,136.86486029028237,148.82177807028924,100.0,136.72058176451506,100.0,0
100.0,100.0,148.26381798524426,0,136.83630002079332,148.77899532283675,100.0,136.6945927652195,100.0,0
100.0,100.0,148.20858800383738,0,136.79144748319175,148.71395510847213,100.0,136.6478435163053,100.0,0
100.0,100.0,148.10470468283998,0,136.74184085293027,148.66872081796313,100.0,136.8192553194129,100.0,0
100.0,100.0,148.0410273815816,0,136.67388320118508,148.59725398942766,100.0,136.74268643879861,100.0,0
100.0,100.0,147.961901607296,0,136.6423869589913,148.53580005796437,100.0,136.90492053498497,100.0,0
100.0,100.0,147.91124571435984,0,136.60803692129014,148.47494324131864,100.0,136.8308072447367,100.0,0
100.0,100.0,147.83277777257624,0,136.56671156145603,148.44235415376352,100.0,136.7826486295772,100.0,0
100.0,100.0,147.7970413076648,0,136.73212443501848,148.4016441328896,100.0,136.70941423219745,100.0,0
100.0,100.0,147.72386242780536,0,136.69712966290484,148.3435205536321,100.0,136.63660371375443,100.0,0
100.0,100.0,147.7134978177449,0,136.8801371325393,148.2459768901482,100.0,136.55454135017175,100.0,0
100.0,100.0,147.6938819787619,0,136.84714486881794,148.16935500688552,100.0,136.9338424066045,100.0,0
100.0,100.0,147.67126045606307,0,136.79620540438148,148.09034733181227,100.0,136.9038267424306,100.0,0
100.0,100.0,147.64207891484224,0,136.74758380597768,147.98549115634708,100.0,136.87346946606303,100.0,0
100.0,100.0,147.64207891484224,0,136.6923790823589,147.88447724853933,100.0,136.84945201933368,100.0,0
100.0,100.0,147.6254583842238,0,136.6099807727776,147.79855229638952,100.0,137.03706670803297,100.0,0
100.0,100.0,147.59031509184805,0,136.53053962579352,147.67209047994396,100.0,137.01516671290736,100.0,0
100.0,100.0,147.5104248814202,0,136.44766811650135,147.55555698956343,100.0,137.0021179779493,100.0,0
100.0,100.0,147.42139239534498,0,136.371551389499,147.43400447600564,100.0,136.98000795127496,100.0,0
100.0,100.0,147.28948222363948,0,136.52069707626373,147.30708672036695,100.0,136.93857165571328,100.0,0
100.0,100.0,147.17426884576534,0,136.45271152571996,147.17012796591052,100.0,136.9016878352639,100.0,0
100.0,100.0,146.99711934139364,0,136.397802743703,147.05140548711924,100.0,136.83190023114506,100.0,0
100.0,100.0,146.89858711991394,0,136.33040467269316,147.55385216153965,100.0,136.71793447410562,100.0,0
100.0,100.0,146.77610509592614,0,136.47406132938994,147.51080370997576,100.0,136.63317028748764,100.0,0
100.0,100.0,146.63478235178607,0,136.4104001836071,147.44142776111718,100.0,136.55691877501792,100.0,0
100.0,100.0,146.52217280669856,0,136.5572474731173,147.34652039746865,100.0,136.49024316670523,100.0,0
100.0,100.0,146.38547088010708,0,136.50277577026438,147.29061834878306,100.0,136.63123527539486,100.0,0
100.0,100.0,146.3047176642426,0,136.44140454877444,147.1557596216872,100.0,136.54596651443237,100.0,0
100.0,100.0,146.14675530473588,0,136.36706822914036,147.04835049255848,100.0,136.4848603666911,100.0,0
100.0,100.0,146.61265707154098,0,136.27562337516176,146.91084022120705,100.0,136.39979884354952,100.0,0
100.0,100.0,146.4577180308997,0,136.17652148284728,146.83479884833602,100.0,136.3048074035207,100.0,0
100.0,100.0,146.3444363265535,0,136.31883904618095,147.32990153037088,100.0,136.2014412262776,100.0,0
100.0,100.0,146.79094176813408,0,136.2429348750823,147.28863554676357,100.0,136.0870569320559,100.0,0
100.0,100.0,146.7059086548789,0,136.37573564489205,147.19417964155215,100.0,136.0176669093743,100.0,0
100.0,100.0,146.58853470399777,0,136.27739028510376,146.996415384677,100.0,136.1534107131373,100.0,0
100.0,100.0,146.47902317652532,0,136.173837137579,146.85527501399164,100.0,136.27941402359244,100.0,0
100.0,100.0,146.38167951429327,0,136.53052029636189,146.72587215701603,100.0,136.4318471130427,100.0,0
100.0,100.0,146.25868010786215,0,136.4741663440306,146.54825239754325,100.0,136.37208550783606,100.0,0
100.0,100.0,146.69380045280718,0,136.3979662936782,146.35150319286865,100.0,136.5025105242993,100.0,0
100.0,100.0,146.53763197302558,0,136.29551298181454,146.14265283023116,100.0,136.65636131891534,100.0,0
100.0,100.0,146.9820401985581,0,136.158955967265,145.95209357858613,100.0,136.61394910246295,100.0,0
100.0,100.0,146.84170955738404,0,136.01199115123583,145.7866835813941,100.0,136.56593590858077,100.0,0
100.0,100.0,146.6879738145247,0,136.13631376646643,146.172974710807,100.0,136.51091011664406,100.0,0
100.0,100.0,146.50540009359065,0,136.05208750469436,146.6575141262233,100.0,136.41617687190606,100.0,0
100.0,100.0,146.3265932190399,0,135.94330330305027,146.47602616977952,100.0,136.33637251765347,100.0,0
100.0,100.0,146.20730012563567,0,135.8454827971732,146.29643419445384,100.0,136.45300051664503,100.0,0
100.0,100.0,146.6485448370408,0,135.71451513029132,146.704011582452,100.0,136.39576050316083,100.0,0
100.0,100.0,146.49969622698367,0,135.61708856240932,146.57298724340376,100.0,136.3226707228028,100.0,0
100.0,100.0,146.34697652592877,0,135.7490920736096,146.4537616287129,100.0,136.21491959926115,100.0,0
100.0,100.0,146.18577372508344,0,135.6734394975855,146.340932253427,100.0,136.0870205146999,100.0,0
100.0,100.0,146.595410479153,0,136.0167657970758,146.17943251768514,100.0,136.01146539602462,100.0,0
100.0,100.0,147.05973606918985,0,135.8929522274617,146.05163631665863,100.0,136.13541512097885,100.0,0
100.0,100.0,146.94377999148875,0,135.76238709460597,145.91299940006044,100.0,136.03435831209222,100.0,0
100.0,100.0,146.83483629991133,0,135.62169681219902,145.74420645329678,100.0,135.9661658173736,100.0,0
100.0,100.0,147.29991720566747,0,135.495866581833,145.64807444348972,100.0,136.09059205071708,100.0,0
100.0,100.0,147.17649953845157,0,135.59763861961167,145.50631877753432,100.0,135.99055601162712,100.0,0
100.0,100.0,147.0741645665866,0,135.70584787039166,145.39701317469493,100.0,135.88194541351913,100.0,0
100.0,100.0,146.9115161217399,0,135.59513836983078,145.86125489025818,100.0,136.0056417819572,100.0,0
100.0,100.0,146.803296564008,0,135.71113980213312,145.74962437325107,100.0,135.91456978595366,100.0,0
100.0,100.0,147.27956110323436,0,135.853880726678,145.5743416111757,100.0,136.0423304872244,100.0,0
100.0,100.0,147.1487178872477,0,135.76414065574147,145.4499877508383,100.0,136.17431516346892,100.0,0
100.0,100.0,146.9188004276356,0,135.67823284451703,145.2874978587901,100.0,136.11699188107033,100.0,0
100.0,100.0,146.80072981728654,0,135.56043523197457,145.1379066713349,100.0,136.2257125134233,100.0,0
100.0,100.0,146.5827623200857,0,135.45485058246211,145.52604284757984,100.0,136.38036856297353,100.0,0
100.0,100.0,146.35827658683735,0,135.58258264665102,145.386681472464,100.0,136.49837900384273,100.0,0
100.0,100.0,146.0798766046261,0,135.71938889007833,145.89134556669504,100.0,136.36609180327778,100.0,0
100.0,100.0,145.87629291779248,0,135.66122763371501,146.38375382880133,100.0,136.23349731581217,100.0,0
100.0,100.0,146.81194252860337,0,135.789635889488,146.28285602547734,100.0,136.08316856813838,100.0,0
100.0,100.0,146.62249273331582,0,135.71284182478416,146.13446785729894,100.0,135.93485304111115,100.0,0
100.0,100.0,147.07683297287522,0,135.61126538588795,145.9890561772951,100.0,135.81221239564715,100.0,0
100.0,100.0,146.86906669270587,0,135.51064084624795,145.83799236416908,100.0,135.90109462930786,100.0,0
100.0,100.0,146.65373374446042,0,135.440535330487,145.70100321755763,100.0,135.79449478067602,100.0,0
100.0,100.0,146.49786830595943,0,135.5552136433,145.53296283738075,100.0,135.66752111564696,100.0,0
100.0,100.0,146.95635673092463,0,135.48442245635175,145.85967575173285,100.0,135.5302704944608,100.0,0
100.0,100.0,147.37603656392332,0,135.34637073698383,145.63599037637695,100.0,135.3804589745867,100.0,0
100.0,100.0,147.2625058863941,0,135.20655932209507,145.33504128915507,100.0,135.2669772328756,100.0,0
100.0,100.0,147.10135515321596,0,135.08637840966563,145.66036948592787,100.0,135.36862523589738,100.0,0
100.0,100.0,146.9751074147285,0,134.96789047163287,145.96213421845877,100.0,135.87666437720577,100.0,0
100.0,100.0,146.73832865743395,0,134.83502409727916,145.6567550668977,100.0,135.74960943353275,100.0,0
100.0,100.0,146.4754790807505,0,134.69706946993938,145.4099887052198,100.0,135.81968110529556,100.0,0
100.0,100.0,146.27246758536404,0,135.2358335014016,145.1304422649383,100.0,135.6554857045327,100.0,0
100.0,100.0,146.05642727060655,0,135.1509603955855,144.9473797600537,100.0,135.4880135702598,100.0,0
100.0,100.0,146.50980332949132,0,135.45653150326845,144.81578713939376,100.0,135.52358012411577,100.0,0
100.0,100.0,147.57358829325634,0,135.34106376845392,145.2650322367639,100.0,135.63317306225247,100.0,0
100.0,100.0,147.95201402878757,0,135.1592041762021,145.09304240993058,100.0,135.5070451680435,100.0,0
100.0,100.0,147.65222126023892,0,135.01641850234273,144.82119303496364,100.0,135.3656942278504,100.0,0
100.0,100.0,147.36766553293452,0,134.79255271277754,144.59114212986117,100.0,135.39022949865094,100.0,0
100.0,100.0,147.0224407786157,0,134.5683439172202,144.31240575853047,100.0,135.1833500732687,100.0,0
100.0,100.0,146.64616105418835,0,134.5486855652574,144.02313551401758,100.0,134.96363113331518,100.0,0
100.0,100.0,146.33792435714685,0,134.35212056216213,144.3660255413921,100.0,134.73813279526985,100.0,0
100.0,100.0,146.13064959620405,0,134.15920269143103,144.65949062177572,100.0,134.74982836848548,100.0,0
100.0,100.0,146.44187675007598,0,133.94813401788394,144.39813766696884,100.0,134.5174405962871,100.0,0
100.0,100.0,146.11303366601922,0,134.37870806810832,145.35657035031403,100.0,134.34211765965694,100.0,0
100.0,100.0,145.82330019234522,0,134.37100728362358,145.01103371202072,100.0,134.32858434682836,100.0,0
100.0,100.0,145.46685114871383,0,134.79213711795168,144.77586652742272,100.0,134.52637028408554,100.0,0
100.0,100.0,145.1732369612601,0,134.657076533372,144.50153436525872,100.0,134.3485966227199,100.0,0
100.0,100.0,144.88876461580165,0,134.86846047863358,144.27532311841713,100.0,134.75095336108078,100.0,0
100.0,100.0,144.63393016829838,0,134.9004331892462,145.35331927815355,100.0,134.4912554068421,100.0,0
100.0,100.0,145.6643356004895,0,135.12864106219823,145.79132915940033,100.0,134.4521544383933,100.0,0
100.0,100.0,146.06785266455935,0,134.90003671413115,145.58222506380548,100.0,134.2263691231351,100.0,0
100.0,100.0,147.15129440061753,0,134.91605727886167,146.56724875179108,100.0,134.15475889593884,100.0,0
100.0,100.0,146.87545406568648,0,134.73422671365628,147.61641867259908,100.0,134.12320730819124,100.0,0
100.0,100.0,146.56414674332646,0,134.89118825246138,147.33859358037097,100.0,134.0925621231889,100.0,0
100.0,100.0,146.90953456607704,0,134.80402378537852,147.07106763126933,100.0,134.08190016827243,100.0,0
100.0,100.0,146.62575963053445,0,134.71643593454536,146.80615950086587,100.0,134.28529419537628,100.0,0
100.0,100.0,146.38712581402822,0,134.66918977642877,146.5034152516876,100.0,134.58700497413278,100.0,0
100.0,123.90269836155619,147.38788234125113,0,134.63668945683648,146.4790572151554,100.0,134.62368315991347,100.0,0
100.0,123.79362142698604,0,0,0,146.90895868688082,100.0,134.5002913132121,123.712220874687,0
100.0,123.67764278336104,0,0,0,0,100.0,134.4518646780805,123.57761619884991,0
